name,☺,✋,✌,✨,❤,🎵,🎶,👀,👊,👌,👍,👏,💀,💁,💓,💔,💕,💖,💙,💛,💜,💪,💯,🔫,😁,😂,😄,😅,😈,😉,😊,😋,😌,😍,😎,😏,😐,😑,😒,😓,😔,😕,😖,😘,😜,😞,😠,😡,😢,😣,😤,😩,😪,😫,😬,😭,😳,😴,😷,🙅,🙈,🙊,🙌,🙏
Apotheon,7,1,22,3,12,4,4,5,19,6,28,21,0,0,20,13,1,3,10,18,7,6,5,7,5,1,22,4,21,20,13,0,1,1,11,2,22,16,8,10,6,27,11,1,17,17,27,27,22,12,19,0,3,2,22,0,4,1,0,0,1,0,4,18
Aqua Kitty: Milk Mine Defender,3,0,5,2,4,0,2,1,8,2,11,7,0,1,5,3,0,2,3,4,2,4,0,4,3,1,8,3,6,8,5,0,0,1,6,1,9,6,3,4,3,9,5,0,6,4,8,9,6,5,6,0,1,1,9,0,4,0,0,0,1,0,1,5
AquaNox,5,0,10,2,8,1,1,5,14,5,26,17,1,0,9,11,1,2,8,8,5,3,6,7,6,1,18,10,17,19,7,0,0,1,10,2,23,16,7,17,5,24,14,0,19,20,24,24,23,16,16,0,2,0,21,0,7,0,0,0,2,1,1,12
AquaNox 2: Revelation,3,0,8,1,3,0,2,8,13,6,21,17,3,0,4,8,0,1,7,5,1,6,7,8,7,2,14,2,15,18,6,0,0,0,9,1,18,16,6,10,5,18,11,0,16,12,18,18,14,11,14,0,2,1,21,1,7,1,1,0,3,0,4,6
Aquaria,6,1,11,6,13,1,8,4,12,4,22,14,0,0,15,11,1,3,8,15,9,4,4,0,2,0,15,2,13,18,12,0,1,1,8,1,14,8,5,9,6,18,8,0,14,12,16,18,13,9,10,0,1,0,14,0,2,0,0,0,0,0,3,15
"Aquatic Adventure of the Last Human, The",0,0,4,0,2,0,0,0,6,0,11,2,0,0,4,8,0,0,1,4,0,1,0,4,1,0,5,2,8,7,1,0,0,0,1,0,11,9,6,10,5,12,10,0,7,11,12,12,12,11,12,0,2,1,12,0,3,1,0,0,0,0,0,9
Aragami,6,1,8,3,6,1,2,4,9,4,12,6,0,0,9,6,3,2,4,9,5,5,1,1,8,0,11,2,6,8,6,1,5,0,4,1,9,5,3,5,2,9,5,0,11,7,11,12,12,6,8,0,3,2,12,0,1,0,0,0,4,2,3,9
ArcaniA,6,0,7,3,7,1,2,2,9,2,15,9,1,0,9,6,1,1,5,9,4,3,3,5,2,0,8,3,13,8,6,0,2,1,8,0,11,9,6,5,2,13,8,0,11,10,13,13,12,8,9,0,2,0,11,0,2,2,0,0,1,0,2,9
ArcaniA: Fall of Setarrif,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,2,0,0,1,0,0,0,1,2,0,0,1,1,3,1,0,0,0,0,0,0,3,3,3,2,0,3,3,0,1,3,3,3,2,3,3,0,0,0,3,0,1,0,0,0,0,0,0,2
Arcanum: Of Steamworks and Magick Obscura,83,5,118,66,137,16,32,31,168,80,264,180,4,4,145,123,17,36,125,159,98,82,56,52,71,11,169,37,178,171,117,10,25,30,117,16,168,129,64,112,66,193,110,7,143,140,193,192,172,125,151,4,38,9,190,7,52,7,10,7,13,6,72,167
Archimedean Dynasty,6,1,10,1,9,1,4,3,14,7,18,16,1,0,12,7,0,0,8,12,6,6,3,4,5,1,13,5,11,12,7,1,0,1,10,0,9,8,3,9,5,10,6,0,14,8,13,14,10,7,10,1,2,1,14,2,1,1,0,1,0,0,5,11
Armed and Dangerous,3,0,4,1,2,0,1,0,4,3,8,6,1,1,3,1,0,1,2,2,2,1,1,2,5,2,7,5,6,6,5,0,0,0,7,0,6,4,2,1,1,7,2,0,6,2,7,7,5,1,2,0,1,0,8,0,2,0,1,0,0,0,0,3
Armikrog,5,1,7,4,9,4,7,0,17,4,32,14,0,0,14,22,1,5,12,14,7,5,1,4,3,1,16,5,13,19,11,0,1,2,8,0,28,25,16,25,18,30,25,1,20,27,32,34,31,29,25,1,10,4,30,1,6,3,1,2,3,0,3,22
Armikrog - Deluxe Edition,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Army Men,2,0,4,0,2,1,1,1,6,3,9,6,0,0,4,2,0,0,3,3,1,4,4,4,4,0,7,2,5,8,4,0,0,0,5,1,6,3,2,3,1,7,4,0,7,4,8,8,5,4,3,0,1,0,9,0,3,0,0,0,0,0,3,3
Army Men II,2,0,4,1,3,1,1,2,4,3,7,3,2,0,2,2,0,0,4,3,3,3,3,1,2,0,6,1,4,7,3,0,0,2,2,1,4,4,1,3,1,4,3,0,3,4,4,4,5,3,4,0,0,0,5,0,0,0,0,0,0,0,3,3
Army Men RTS,6,1,6,3,4,1,2,3,8,5,13,9,0,0,4,5,2,2,5,4,4,4,3,6,5,1,10,8,7,7,9,1,1,1,8,0,12,9,7,7,4,12,7,0,10,8,10,11,7,8,9,1,3,3,14,2,5,0,0,1,4,1,4,3
Army Men: Toys In Space,0,1,1,0,0,0,0,0,1,1,3,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,3,3,3,3,3,3,2,0,1,3,3,3,2,2,3,0,2,0,2,0,0,0,0,1,0,0,0,2
Army Men: World War,3,0,2,3,5,0,0,0,4,1,3,4,0,0,5,1,2,3,4,5,5,4,0,0,3,0,3,0,2,2,3,0,1,2,1,0,0,0,0,0,1,1,0,3,2,1,2,1,3,1,2,0,0,0,2,0,0,0,0,0,2,1,3,4
Arx Fatalis,18,0,35,13,33,0,3,13,45,22,78,48,0,1,42,34,4,9,25,36,20,21,12,12,18,0,51,10,59,55,34,3,3,5,33,3,59,43,19,37,20,63,45,0,49,46,63,63,54,45,51,1,13,3,63,2,15,2,2,0,4,0,12,48
Ascendant,2,0,3,1,1,0,0,2,3,0,4,2,0,0,3,0,0,0,0,3,0,1,1,0,1,0,4,0,4,4,3,0,0,0,3,0,3,2,0,0,0,3,1,0,4,2,3,3,3,1,3,0,0,0,4,0,0,0,0,0,0,0,0,3
Ash of Gods: Redemption Digital Deluxe Upgrade,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Ashes of the Singularity: Escalation,2,0,1,1,1,0,1,1,4,0,7,4,0,0,2,6,0,0,1,3,1,1,0,3,1,0,3,2,5,5,3,0,0,0,2,0,6,6,4,6,5,7,5,0,4,7,7,7,6,7,6,1,2,1,5,1,3,0,0,0,0,0,0,4
Ashes of the Singularity: Escalation - Secret Missions,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Assassin's Creed®: Director's Cut,18,0,36,12,35,2,3,17,67,21,91,58,1,2,32,45,4,8,34,38,17,32,27,23,21,0,53,21,64,48,36,0,8,4,31,5,71,59,36,50,29,77,45,0,40,66,79,78,65,52,66,3,11,5,73,2,23,6,3,5,2,0,22,58
Astebreed Definitive Edition,2,0,7,2,3,0,0,0,7,3,8,7,0,0,5,5,0,0,2,5,1,3,3,4,2,1,6,1,7,7,3,0,0,0,4,0,6,4,0,1,0,5,0,0,6,4,6,6,6,1,5,0,0,0,5,0,0,0,0,0,0,0,1,6
Asura,1,0,8,0,3,0,0,1,7,1,8,6,0,0,6,1,0,0,2,4,2,3,3,2,1,0,6,2,8,7,4,1,0,0,5,0,6,2,0,2,1,8,2,0,7,2,7,7,4,2,4,0,1,0,6,0,1,0,0,0,0,0,0,6
Atlantic Fleet,1,0,3,0,0,0,0,0,2,0,7,2,2,0,3,4,0,0,0,2,0,1,0,4,1,0,3,0,7,5,0,0,0,0,1,0,6,6,3,6,1,6,6,0,5,6,7,7,7,6,6,0,1,0,6,0,2,0,1,0,0,0,0,4
Atlantis 2: Beyond Atlantis,7,1,3,6,6,3,3,0,5,2,16,7,0,0,8,8,0,6,8,7,6,2,1,1,3,0,12,5,6,10,6,1,0,1,4,0,8,9,6,8,8,12,8,1,8,11,12,12,12,8,9,0,5,2,12,0,4,0,1,1,0,0,1,8
Atlantis 3: The New World,1,0,2,1,1,1,1,0,2,3,7,2,0,0,2,2,0,0,1,2,0,2,1,1,2,1,7,4,4,5,3,1,2,0,4,1,6,6,4,6,5,6,4,0,5,6,6,7,6,5,5,0,0,0,7,0,4,0,0,0,2,0,2,2
Atlantis: The Lost Tales,19,0,20,11,26,9,16,5,18,18,39,33,2,1,21,12,3,6,27,27,23,11,8,6,12,2,30,9,18,34,26,1,5,6,21,4,20,11,5,8,5,23,8,0,26,17,20,20,18,11,13,0,2,0,23,0,6,1,0,0,1,0,13,20
Attack of the Earthlings,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Avadon 2: The Corruption,1,0,3,1,4,0,0,0,3,2,5,3,0,0,4,1,1,1,2,4,3,1,1,0,0,0,3,0,2,4,3,0,0,0,1,0,3,2,1,2,1,4,2,0,3,3,4,4,3,2,4,0,1,0,3,0,0,2,0,0,0,0,1,2
Avadon 3: Hint Book & Extras,0,0,0,0,1,0,0,1,1,0,2,2,0,0,1,0,0,0,1,1,0,0,0,0,1,1,2,1,0,1,1,0,0,0,0,0,2,1,1,0,0,2,1,0,1,1,2,2,1,2,2,0,0,0,2,0,1,0,0,0,1,0,0,1
Avadon 3: The Warborn,0,0,1,0,1,0,0,0,1,0,3,1,0,0,0,2,0,0,1,2,1,0,1,0,0,0,1,0,2,1,1,0,0,0,0,0,3,3,2,3,1,3,2,0,0,3,3,3,3,3,2,0,1,0,3,0,0,0,0,0,0,0,0,3
Avadon: The Black Fortress,6,0,13,4,10,2,4,2,13,6,25,17,0,0,9,10,0,1,5,12,7,7,3,2,7,0,18,5,17,19,13,0,1,0,9,0,18,12,4,9,6,21,11,0,14,15,21,22,18,11,15,0,4,0,22,0,7,0,0,1,3,0,5,14
Avernum 2: Crystal Souls,0,0,0,0,2,0,0,0,4,0,5,2,0,0,3,4,0,0,3,2,2,0,0,1,0,0,1,0,5,1,1,0,0,0,0,0,4,3,2,3,2,5,4,0,1,5,5,5,5,4,5,0,1,0,4,0,1,0,0,0,0,0,0,5
Avernum 3: Hint Book & Extras,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,1,2,2,1,0,0,0,1,0,2,1,1,1,0,2,1,0,2,1,2,2,1,1,1,0,0,0,2,0,1,0,0,1,0,0,0,1
Avernum 3: Ruined World,2,0,3,1,2,0,0,1,2,2,5,3,0,0,4,3,1,1,2,4,2,1,1,0,1,1,3,1,3,3,2,0,0,0,2,0,4,3,1,1,1,4,1,0,2,2,3,3,3,1,3,0,0,0,3,0,1,0,0,0,1,1,2,4
Avernum: Escape From the Pit,6,0,11,1,10,0,1,2,16,4,18,16,0,0,14,5,0,0,9,11,6,4,3,0,4,0,12,1,15,13,11,1,1,1,11,1,12,8,4,5,4,15,5,0,11,7,16,16,9,7,10,1,3,1,17,0,1,1,0,0,1,0,3,15
Avernum: The Complete Saga,10,0,9,4,13,0,0,8,9,6,26,19,0,1,11,9,1,1,11,15,7,7,3,2,11,0,18,4,18,19,16,2,2,1,13,2,18,13,4,11,6,22,12,0,18,17,20,20,20,12,14,0,3,1,23,0,4,0,0,0,0,1,6,17
B-17 Flying Fortress: The Mighty 8th,7,1,18,4,11,2,3,4,27,12,29,26,0,0,12,10,1,2,13,13,9,12,7,6,3,0,23,4,18,19,15,1,1,1,21,0,20,16,6,9,4,23,9,0,18,16,24,26,21,10,15,0,3,2,24,1,6,0,0,2,3,1,10,16
BASEBALL STARS 2,0,1,1,0,1,0,0,0,3,0,2,1,0,0,1,0,0,0,2,1,0,1,1,1,0,0,2,0,2,2,1,0,0,0,0,0,3,3,2,1,1,2,2,0,1,2,3,3,2,2,3,0,1,0,2,0,1,1,0,1,0,0,0,1
BATTLETECH,40,4,84,21,58,6,11,19,169,35,240,122,3,5,101,127,5,6,60,91,35,54,36,51,32,3,131,30,165,144,79,5,9,6,71,6,205,174,103,151,75,216,159,3,154,184,224,226,195,169,195,2,46,13,219,5,43,6,7,9,10,2,28,153
BATTLETECH - Digital Deluxe Content,2,0,6,2,5,0,1,0,8,2,12,9,0,0,7,6,0,0,5,6,4,3,1,2,3,0,6,0,7,7,3,0,0,0,5,0,8,6,3,6,3,10,7,0,5,9,10,10,10,7,9,0,2,0,10,0,3,0,0,0,0,0,1,9
BATTLETECH - Digital Deluxe Edition,3,0,8,1,5,0,0,0,8,2,15,11,1,1,12,8,0,1,4,9,2,3,1,2,1,0,10,0,12,9,3,0,1,1,6,0,14,10,4,9,3,13,11,0,10,11,14,14,14,12,14,0,3,0,11,0,0,0,0,0,0,0,1,12
BATTLETECH - Season Pass,1,0,3,2,1,0,0,0,3,1,4,4,0,1,1,1,0,0,1,2,0,1,1,1,0,0,2,1,3,3,3,0,1,0,2,0,3,3,0,2,0,3,2,0,2,2,3,3,2,3,2,0,0,0,3,0,0,0,0,0,0,0,1,3
BIT.TRIP BEAT,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BIT.TRIP CORE Soundtrack,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIT.TRIP FATE,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
BIT.TRIP FLUX,0,0,1,0,0,0,0,1,2,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,2,1,1,1,2,1,0,1,1,2,2,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,3,0,0,0,3,0,0,1,1,0,5,2,0,0,3,2,0,0,2,3,2,0,0,2,1,0,3,1,3,3,2,0,0,0,2,0,4,4,4,4,2,6,3,0,4,6,6,6,6,4,4,0,3,1,5,0,0,0,1,1,0,0,0,2
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien Soundtrack,1,1,2,1,1,0,0,0,2,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0
BIT.TRIP Runner,0,0,1,2,1,1,2,0,4,0,3,2,0,0,2,2,0,1,1,2,1,3,0,2,2,0,2,1,1,2,1,0,1,2,1,0,3,2,2,4,2,3,3,0,2,3,4,3,3,4,3,1,2,1,4,1,1,0,2,0,1,1,1,1
BIT.TRIP Runner Soundtrack,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIT.TRIP VOID,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
BIT.TRIP VOID Soundtrack,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLACKHOLE,4,1,4,2,1,2,2,2,2,3,6,3,0,2,4,0,1,1,1,3,1,3,1,0,2,0,4,0,2,5,4,1,2,2,4,2,3,1,0,1,1,4,1,0,5,3,3,3,2,1,4,0,1,0,4,0,0,1,0,0,0,2,1,2
BLACKHOLE: Complete Edition Upgrade,1,0,0,1,0,1,1,1,2,1,3,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,0,1,0,2,0,3,2,2,1,1,3,1,0,3,2,2,2,2,1,2,0,0,0,3,0,2,0,0,0,0,0,1,2
BLAZING STAR,1,0,3,0,3,3,3,0,4,3,4,4,0,0,3,4,0,0,2,3,1,3,0,4,1,0,2,1,1,3,0,0,0,1,2,0,3,3,2,5,1,3,2,0,3,3,6,6,5,3,5,0,2,1,3,0,2,0,0,1,1,0,0,1
Back to the Future: The Game,24,2,26,9,26,0,2,6,23,16,45,36,1,1,19,8,4,4,25,28,21,10,4,3,21,1,41,11,16,39,34,3,5,7,24,4,24,17,9,10,10,32,12,1,33,23,26,28,19,13,15,0,3,1,32,0,8,1,0,2,3,1,11,17
Bad Mojo Redux,5,0,12,5,7,2,4,3,15,4,26,17,1,0,10,11,1,1,9,8,5,6,4,3,6,2,15,5,18,15,10,0,1,1,10,0,19,16,5,13,6,19,19,1,15,17,23,23,19,18,21,0,3,1,23,0,8,0,4,1,1,0,6,17
Baldur's Gate Enhanced Edition Official Soundtrack,0,1,2,1,0,4,4,6,1,2,5,2,2,2,1,0,0,0,0,0,0,0,2,0,4,4,4,5,2,5,3,0,3,0,4,2,6,5,2,4,0,6,3,0,5,2,3,3,1,3,4,0,1,0,7,1,4,1,2,1,3,2,0,0
Baldur's Gate II Enhanced Edition Official Soundtrack,1,0,1,1,0,1,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,2,1,0,1,0,1,1,2,2,1,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,2,0,1,0,0,0,1,0,0,0
Baldur's Gate II: Enhanced Edition,29,8,42,20,35,13,16,18,64,20,86,52,2,4,47,44,7,5,28,45,19,27,13,15,26,10,65,24,50,66,40,4,11,10,41,11,71,58,40,55,27,75,56,1,63,61,86,84,70,60,67,3,25,7,86,4,24,6,12,7,10,3,14,48
Baldur's Gate: Enhanced Edition,39,10,54,18,38,10,16,10,68,31,102,63,4,4,57,44,7,8,25,51,25,29,16,21,33,6,72,29,56,73,48,2,7,13,54,8,83,67,43,57,27,87,60,3,67,65,94,93,73,59,71,2,22,8,87,3,24,8,10,10,10,4,16,56
Baldur's Gate: Faces of Good and Evil,7,10,15,6,3,5,5,11,19,11,25,18,6,4,9,7,0,0,2,8,2,9,6,15,7,11,15,15,11,12,7,4,5,5,14,8,27,24,21,21,8,22,19,0,13,16,27,24,16,19,23,3,7,5,26,2,19,3,8,7,5,6,6,6
Baldur's Gate: Siege of Dragonspear,50,7,68,20,70,2,8,21,113,30,189,95,1,6,98,111,3,13,54,91,41,32,7,29,39,4,104,24,102,92,65,4,8,6,60,10,159,136,101,123,88,171,129,5,93,148,174,174,146,137,149,1,48,11,160,3,34,3,21,12,9,2,22,124
Baldur's Gate: Siege of Dragonspear - Digital Deluxe Edition,9,3,14,4,10,2,2,3,16,7,17,12,0,3,7,9,2,4,8,10,8,8,6,4,6,1,12,2,11,12,10,0,5,2,7,2,10,9,8,8,3,13,9,2,6,11,13,13,10,8,10,0,2,2,12,0,5,1,2,4,3,0,6,12
"Ball, The",1,1,5,1,1,0,0,2,8,3,12,4,0,1,1,3,0,0,1,2,1,2,1,3,3,1,10,4,7,9,3,0,0,0,3,0,12,12,8,8,5,12,9,0,7,11,11,10,11,11,8,0,4,2,13,0,5,1,3,2,0,0,1,1
Balrum,5,0,6,3,5,1,2,0,14,4,16,10,0,1,7,9,2,2,4,6,2,6,1,2,5,1,8,6,9,8,6,0,1,1,7,1,12,9,7,10,6,12,8,0,7,11,14,13,13,10,10,1,6,1,14,1,0,0,0,1,1,0,3,9
Banished,48,4,58,18,65,1,6,6,86,32,131,81,2,3,65,51,4,12,64,71,40,49,17,24,40,1,95,32,70,92,68,6,7,10,55,2,102,72,42,71,47,110,61,0,76,83,114,114,91,75,85,6,26,8,114,5,28,3,3,4,10,3,27,84
Banner Saga,18,0,31,12,33,3,7,6,43,10,69,38,0,0,52,43,4,16,27,44,23,16,10,10,9,2,42,7,41,44,27,0,2,3,17,3,50,37,18,37,26,57,31,2,33,49,59,60,55,40,47,0,14,0,50,1,4,0,0,0,2,0,9,47
Banner Saga 2,5,1,8,3,6,1,2,2,9,4,13,8,0,0,5,4,0,0,6,5,3,5,4,1,5,0,7,1,9,10,8,0,2,0,5,1,7,5,3,5,4,8,5,0,8,7,9,10,8,5,6,0,3,0,9,0,3,1,0,0,0,0,4,7
Banner Saga 2 - Deluxe Edition,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,2,1,2,2,2,2,0,0,2,2,2,2,2,2,1,1,1,2,1,1,0,0,0,1,0,0,1
Banner Saga 3,2,0,3,1,5,0,0,2,6,1,10,7,0,0,6,6,0,0,4,5,3,2,0,1,1,0,7,3,4,9,5,0,0,0,2,0,6,5,2,5,3,9,5,0,4,9,8,9,9,6,5,0,1,0,7,0,2,1,0,0,2,0,0,7
Banner Saga 3: Deluxe Edition,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bard's Tale, The",15,2,15,3,15,2,2,5,24,10,47,24,2,1,17,20,0,2,18,19,12,9,7,3,19,6,36,15,28,36,23,1,1,0,22,3,37,30,18,23,15,41,24,0,37,27,41,40,27,27,25,1,9,3,43,3,17,2,2,2,4,0,4,14
Barony: Blessed Addition,3,0,3,0,2,0,0,3,6,0,10,4,1,1,5,3,0,0,2,4,1,1,1,1,3,1,6,2,9,8,6,1,1,1,4,1,8,6,0,4,2,9,6,0,8,6,9,9,6,6,6,0,1,0,9,0,3,0,0,0,1,1,0,6
Basingstoke,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Bastard,0,0,2,1,1,0,2,0,2,0,2,2,0,0,1,2,1,1,1,1,1,1,1,1,1,0,2,0,1,3,0,0,0,1,0,0,2,2,2,1,1,2,0,0,1,2,2,2,3,1,1,0,1,0,1,0,0,0,0,1,1,0,1,2
Bastion,15,0,28,10,23,8,14,3,29,16,38,31,0,0,27,9,2,3,14,25,16,16,14,6,8,0,31,7,25,33,21,0,1,3,26,2,19,8,1,7,2,24,3,0,28,14,24,24,17,7,17,0,2,0,22,0,3,0,0,0,0,0,9,25
Batman - The Telltale Series,7,3,14,2,11,4,6,4,34,9,48,29,1,0,20,30,0,0,7,15,2,12,6,18,11,2,27,9,27,28,10,0,0,0,14,2,47,40,29,42,26,44,38,0,32,40,52,52,44,39,46,5,16,9,49,5,13,2,3,5,6,0,4,20
Batman: The Enemy Within - The Telltale Series,3,1,4,1,3,3,3,2,7,0,8,6,1,0,4,6,1,1,2,4,1,4,1,3,2,1,4,2,4,8,2,0,0,0,2,1,7,5,5,5,3,7,4,0,5,5,8,9,9,4,8,0,3,1,8,0,2,0,0,0,0,0,1,6
Battle Brothers,6,0,15,2,13,2,3,0,24,2,31,17,2,0,13,16,0,0,11,16,5,9,6,9,3,1,15,0,24,19,7,0,0,0,9,0,22,17,8,13,11,25,15,0,14,23,28,29,27,18,25,0,10,1,26,0,0,2,1,0,0,0,4,21
Battle Brothers - Supporter Edition Upgrade,0,0,1,0,0,0,0,0,4,1,3,1,1,0,1,3,0,0,0,1,0,1,1,3,0,0,1,1,3,1,0,0,0,0,0,0,4,3,2,3,2,4,3,0,1,4,4,4,3,3,3,1,3,1,3,1,0,0,0,1,0,0,0,0
Battle Chasers: Nightwar,10,3,16,8,15,4,7,4,22,15,30,25,2,2,15,10,2,1,9,15,7,18,7,6,10,2,23,10,20,25,12,1,4,5,17,7,17,15,8,12,2,16,8,0,21,14,20,20,18,11,18,1,4,1,22,3,4,2,2,3,2,1,10,16
Battle Chasers: Nightwar Digital Extras,1,0,2,0,0,0,0,0,2,1,1,2,0,0,1,1,0,0,0,1,0,2,0,1,1,0,1,0,2,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,2,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
Battle Chef Brigade Deluxe,1,0,1,0,3,0,0,1,1,0,6,2,0,0,3,0,0,0,2,4,1,1,0,0,0,0,5,0,4,6,5,0,0,0,3,0,5,3,0,2,1,6,5,0,6,5,6,6,6,5,4,0,0,0,6,0,1,0,0,0,0,0,0,4
Battle Chess Special Edition,16,0,18,5,12,2,6,12,21,9,39,27,1,1,12,11,0,1,14,14,6,10,3,5,16,7,36,17,18,34,25,2,2,1,29,4,31,24,13,12,8,33,13,1,31,20,31,33,23,19,16,2,6,4,39,2,14,0,3,3,3,0,6,14
Battle Isle Platinum (includes Incubation),17,1,26,7,23,4,8,10,37,16,49,36,3,1,23,15,1,4,19,27,12,24,9,6,20,2,44,7,24,37,26,2,2,5,25,4,24,14,5,16,6,30,13,2,38,22,31,30,31,17,21,0,5,0,37,0,9,0,0,0,6,2,16,29
Battle Isle: The Andosia War,1,0,1,0,2,0,0,2,5,1,7,3,0,0,4,3,0,0,2,3,0,0,1,2,1,0,4,0,5,4,2,0,0,0,1,0,6,6,4,5,1,7,6,0,5,6,6,6,6,6,6,0,0,0,7,0,0,0,0,0,0,0,0,3
Battle Realms + Winter of the Wolf,31,2,37,20,37,0,2,12,46,35,66,57,1,2,28,16,8,10,39,38,28,30,20,9,32,7,58,21,34,41,46,7,16,15,40,7,35,24,15,16,13,40,15,3,39,22,33,32,33,17,26,2,6,5,45,7,16,2,0,2,3,3,29,39
Battle Worlds: Kronos,6,1,9,1,3,2,3,0,12,4,19,7,0,0,6,8,0,0,4,6,0,6,0,5,6,0,14,6,10,17,11,0,2,1,7,0,20,11,7,13,7,19,11,0,14,17,17,17,17,17,13,0,6,1,17,0,3,1,1,2,3,0,1,9
BattleZone 98 Redux,2,0,5,1,4,0,0,0,8,3,11,9,0,0,9,7,0,1,4,6,2,3,1,2,2,0,7,2,9,10,6,0,0,1,6,0,10,9,2,7,2,11,7,0,7,7,12,12,9,7,9,1,2,2,10,1,1,0,0,0,0,0,2,9
Battlestar Galactica Deadlock,3,1,7,4,3,0,3,4,8,2,10,7,1,1,4,2,1,2,2,3,2,3,4,2,3,0,7,3,4,10,5,0,0,0,4,1,9,7,5,5,2,10,5,1,6,6,8,9,9,6,8,0,2,0,10,0,2,0,1,1,0,1,2,9
Battlestar Galactica Deadlock: The Broken Alliance,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0
